"id","dtc_code","dtc_description"
"2863","B2512","Front Fog Lamp Relay Ckt Short to Battery"
"2864","B2513","Blower (Fan) Circuit Failure"
"2865","B2514","Blower (Fan) Circuit Short to Vbatt"
"2866","B2515","Heater Blower Relay Circuit Failure"
"2867","B2516","Blower Control Circuit Failure"
"2868","B2517","Emergency Power Off System Faulted"
"2869","B2518","Compressor Overtemp Fault"
"2870","B2519","High Mount Stop Lamp Circuit Failure"
"2871","B2520","High Mount Stop Lamp Circuit Short to Battery"
"2872","B2523","License Lamp Circuit Failure"
"2873","B2524","License Lamp Circuit Short to Battery"
"2874","B2525","Left Rear Backup Lamp Circuit Failure"
"2875","B2526","Left Rear Backup Lamp Circuit Short to Battery"
"2876","B2527","Left Rear Stop lamp Circuit Failure"
"2877","B2528","Left Rear Stop lamp Circuit Short to Battery"
"2878","B2529","Left Rear Turn Lamp Circuit Failure"
"2879","B2530","Left Rear Turn Lamp Circuit Short to Battery"
"2880","B2531","Right Rear Backup Lamp Circuit Failure"
"2881","B2532","Right Rear Backup Lamp Circuit Short to Battery"
"2882","B2533","Right Rear Stop lamp Circuit Failure"
"2883","B2534","Right Rear Stop lamp Circuit Short to Battery"
"2884","B2535","Right Rear Turn Lamp Circuit Failure"
"2885","B2536","Right Rear Turn Lamp Circuit Short to Battery"
"2886","B2539","Aux A/C Mode Position Reference Circuit Short to Ground"
"2887","B2540","Aux A/C Mode Position Reference Circuit Short to Battery"
"2888","B2543","Aux A/C Control Switch Reference Circuit Short to Ground"
"2889","B2544","Aux A/C Control Switch Reference Circuit Short to Battery"
"2890","B2545","System Power Relay Circuit Short to Battery"
"2891","B2546","System Power Relay Circuit Failure"
"2892","B2550","LAMP DOME OUTPUT Circuit Short to Ground"
"2893","B2553","Disable Signal Output Circuit Short to Battery"
"2894","B2554","LAMP DOME OUTPUT Circuit Failure"
"2895","B2555","LAMP DOME OUTPUT Circuit Short to Battery"
"2896","B2556","Enable Signal Circuit Short to Battery"
"2897","B2557","Left Power Sliding Door Open/Close Output Circuit Short to Battery"
"2898","B2558","Right Power Sliding Door Open/Close Output Circuit Short to Battery"
"2899","B2559","Aux A/C Blower Motor Relay Circuit Short to Battery"
"2900","B2560","Aux A/C Blower Motor Relay Circuit Short to Ground"
"2901","B2561","Aux A/C Blower Speed 1 Circuit Failure"
"2902","B2562","Aux A/C Blower Speed 1 Circuit Short to Ground"
"2903","B2563","Aux A/C Blower Speed 2 Circuit Failure"
"2904","B2564","Aux A/C Blower Speed 2 Circuit Short to Ground"
"2905","B2565","Right Tail Lamp Circuit Failure"
"2906","B2566","Right Tail Lamp Circuit Short to Ground"
"2907","B2567","Reverse Mirror Output Circuit Failure"
"2908","B2568","Reverse Mirror Output Circuit Short to Ground"
"2909","B2569","Liftgate Disarm Switch Circuit Short to Ground"
"2910","B2570","Right Lamp Outage Signal Circuit Short to Ground"
"2911","B2571","Left Lamp Outage Signal Circuit Short to Ground"
"2912","B2580","Aux Blower Sense Switch Circuit Failure"
"2913","B2581","Passenger Seat Occupant Detection Circuit Short To Ground"
"2914","B2582","Passenger Seat Occupant Detection Circuit Open"
"2915","B2583","Child Seat Detection Circuit Short to Ground"
"2916","B2584","Child Seat Detection Circuit Open"
"2917","B2585","Anti Theft Input Signal Circuit Short To Battery"
"2918","B2586","Headlamp Mode Select Circuit Failure"
"2919","B2587","Passenger Seat Occupant Detection Circuit Short To Battery"
"2920","B2588","Child Seat Detection Circuit Short To Battery"
"2921","B2589","Unexpected Door Reversal During Close"
"2922","B2590","Vehicle Park/Speed Signal Circuit Failure"
"2923","B2591","Detent Signal Missing During Unlatch"
"2924","B2592","PSD Not Fully Closed (Module Commanded Successfully)"
"2925","B2593","Power Sliding Door Opened During Module Close Command"
"2926","B2594","No Movement Detected After an Unlatch During Power Open"
"2927","B2595","Anti Theft Input Signal Circuit Failure"
"2928","B2596","Headlamp Aim Output Relay Circuit Short To Battery"
"2929","B2597","Headlamp Aim Output Relay Circuit Failure"
"2930","B2598","Headlamp Relay Circuit Failure"
"2931","B2599","Tailgate Release Open Circuit"
"2932","B2600","Double Locking Door Motor Frozen"
"2933","B2601","No Latch Signal Sensed on Closing and Door Reversed"
"2934","B2602","Missing Latch Signal During Power Sliding Door Unlatch"
"2935","B2603","PSD Not Fully Closed During Self-Test"
"2936","B2604","Power Sliding Door On/Off Switch Open Circuit"
"2937","B2605","Disable Signal Open Circuit"
"2938","B2606","A/C Temperature Sensor Out of Range"
"2939","C1091","Speed Wheel Sensor All Coherency Failure"
"2940","C1095","ABS Hydraulic Pump Motor Circuit Failure"
"2941","C1096","ABS Hydraulic Pump Motor Circuit Open"
"2942","C1097","ABS Hydraulic Pump Motor Circuit Short To Ground"
"2943","C1098","ABS Hydraulic Pump Motor Circuit Short To Battery"
"2944","C1100","ABS Pump Switch Circuit Failure"
"2945","C1101","ABS Hydraulic Valve Circuit Failure"
"2946","C1102","ABS Acceleration Switch Circuit Failure"
"2947","C1103","ABS Hydraulic Brake Switch Circuit Failure"
"2948","C1104","Traction Control Active Lamp - Circuit Short to Battery"
"2949","C1105","Traction Control Disable Lamp - Circuit Short to Battery"
"2950","C1106","Traction Control Disable Switch Circuit Short to Battery"
"2951","C1107","ABS Function Enabled Input Circuit Failure"
"2952","C1109","Speed Control Actuator Assembly Cable Release Failure"
"2953","C1110","ABS Power Relay Coil Circuit Failure"
"2954","C1111","ABS Power Relay Coil Open Circuit"
"2955","C1112","ABS Power Relay Coil Short Circuit To Ground"
"2956","C1113","ABS Power Relay Coil Short Circuit To Battery"
"2957","C1114","ABS Power Relay Output Short Circuit To Ground"
"2958","C1115","ABS Power Relay Output Short Circuit To Battery"
"2959","C1116","Starter Motor Circuit Failure"
"2960","C1117","RPM Input Circuit Failure"
"2961","C1123","Vehicle Speed Sensor Input Short to Battery"
"2962","C1124","Input shaft speed signal missing/faulted"
"2963","C1125","Brake Fluid Level Sensor Input Circuit Failure"
"2964","C1126","Cruise Control Command Switch Assembly Circuit Failure"
"2965","C1127","Cruise Control Deactivator Brake Switch Circuit Failure"
"2966","C1132","Clutch position ckt short to ground"
"2967","C1133","Clutch position ckt short to battery"
"2968","C1134","Gear Shift position short to ground"
"2969","C1135","Gear Shift position short to battery"
"2970","C1136","Gear Select position short to ground"
"2971","C1137","ECU is Defective"
"2972","C1138","Gear Select position short to Battery"
"2973","C1139","Wheel Speed Sensor Center Tone Ring Missing Tooth Fault"
"2974","C1140","Hydraulic Base Brake Failure"
"2975","C1141","Wheel Speed Sensor LF Tone Ring Tooth Missing Fault"
"2976","C1142","Wheel Speed Sensor RF Tone Ring Tooth Missing Fault"
"2977","C1143","Wheel Speed Sensor LR Tone Ring Tooth Missing Fault"
"2978","C1144","Wheel Speed Sensor RR Tone Ring Tooth Missing Fault"
"2979","C1145","Speed Wheel Sensor RF Input Circuit Failure"
"2980","C1146","Speed Wheel Sensor RF Circuit Open"
"2981","C1148","Speed Wheel Sensor RF Coherency Fault"
"2982","C1149","Hydraulic Fluid Pressure/ Flow Circuit Failure"
"2983","C1150","Two Speed Rear Axle Input Switch Circuit Short to Vbatt"
"2984","C1155","Speed Wheel Sensor LF Input Circuit Failure"
"2985","C1156","Speed Wheel Sensor LF Circuit Open"
"2986","C1157","Park Brake Actuator Assembly Switch Applied Circuit Failure"
"2987","C1158","Speed Wheel Sensor LF Coherency Fault"
"2988","C1159","Hydraulic Fluid Pressure/ Flow Circuit Short to Gnd"
"2989","C1161","Air Pressure Low Circuit Short to Gnd"
"2990","C1162","Park Brake Switch # 2 Released Circuit Failure"
"2991","C1163","Park Brake Switch # 2 Applied Circuit Short to Gnd"
"2992","C1164","Park Brake Actuator Assembly Switch Circuit Failure"
"2993","C1165","Speed Wheel Sensor RR Input Circuit Failure"
"2994","C1166","Speed Wheel Sensor RR Input Open Circuit"
"2995","C1167","Park Brake Actuator Assembly Switch Released Circuit Short to Gnd"
"2996","C1168","Speed Wheel Sensor RR Coherency Fault"
"2997","C1169","ABS Fluid Dumping Exceeds Maximum Timing"
"2998","C1170","PRNDL Switch Circuit Failure"
"2999","C1172","Park Brake Switch # 1 Applied Circuit Failure"
"3000","C1173","Park Brake Switch # 1 Released Circuit Short to Gnd"
"3001","C1174","Park Brake Switch # 2 Applied Circuit Failure"
"3002","C1175","Speed Wheel Sensor LR Input Circuit Failure"
"3003","C1176","Speed Wheel Sensor LR Circuit Open"
"3004","C1177","Park Brake Actuator Assembly Switch Released Circuit Failure"
"3005","C1178","Speed Wheel Sensor LR Coherency Fault"
"3006","C1179","Speed Control Actuator Assembly Cable Slack Failure"
"3007","C1180","Park Brake Valve Solenoid #1 Sense Input Circuit Failure"
"3008","C1181","Park Brake Valve Solenoid #1 Sense Input Circuit Short to Gound"
"3009","C1182","Park Lamp Flash Relay Circuit Failure"
"3010","C1183","Park Lamp Flash Relay Circuit Short to Battery"
"3011","C1184","ABS System Is Not Operational"
"3012","C1185","ABS Power Relay Output Circuit Failure"
"3013","C1186","ABS Power Relay Output Open Circuit"
"3014","C1187","Brake Fluid Level Sensor Input Open Circuit"
"3015","C1188","Brake Fluid Level Sensor Input Short Circuit To Battery"
"3016","C1189","Brake Fluid Level Sensor Input Short Circuit To Ground"
"3017","C1190","Speed Wheel Sensor LF Input Short Circuit To Battery"
"3018","C1191","Speed Wheel Sensor LF Input Short Circuit To Ground"
"3019","C1192","Speed Wheel Sensor RF Input Short Circuit To Battery"
"3020","C1193","Speed Wheel Sensor RF Input Short Circuit To Ground"
"3021","C1194","ABS Outlet Valve Coil LF Circuit Failure"
"3022","C1195","ABS Outlet Valve Coil LF Circuit Open"
"3023","C1196","ABS Outlet Valve Coil LF Circuit Short To Battery"
"3024","C1197","ABS Outlet Valve Coil LF Circuit Short To Ground"
"3025","C1198","ABS Inlet Valve Coil LF Circuit Failure"
"3026","C1199","ABS Inlet Valve Coil LF Circuit Open"
"3027","C1200","ABS Inlet Valve Coil LF Circuit Short To Battery"
"3028","C1201","ABS Inlet Valve Coil LF Circuit Short To Ground"
"3029","C1202","ABS Outlet Valve Coil Rear Circuit Failure"
"3030","C1203","ABS Outlet Valve Coil Rear Circuit Open"
"3031","C1204","ABS Outlet Valve Coil Rear Circuit Short To Battery"
"3032","C1205","ABS Outlet Valve Coil Rear Circuit Short To Ground"
"3033","C1206","ABS Inlet Valve Coil Rear Circuit Failure"
"3034","C1207","ABS Inlet Valve Coil Rear Circuit Open"
"3035","C1208","ABS Inlet Valve Coil Rear Circuit Short To Battery"
"3036","C1209","ABS Inlet Valve Coil Rear Circuit Short To Ground"
"3037","C1210","ABS Outlet Valve Coil RF Circuit Failure"
"3038","C1211","ABS Outlet Valve Coil RF Circuit Open"
"3039","C1212","ABS Outlet Valve Coil RF Circuit Short To Battery"
"3040","C1213","ABS Outlet Valve Coil RF Circuit Short To Ground"
"3041","C1214","ABS Inlet Valve Coil RF Circuit Failure"
"3042","C1215","ABS Inlet Valve Coil RF Circuit Open"
"3043","C1216","ABS Inlet Valve Coil RF Circuit Short To Battery"
"3044","C1217","ABS Inlet Valve Coil RF Circuit Short To Ground"
"3045","C1218","Lamp ABS Warning Output Circuit Failure"
"3046","C1219","Lamp ABS Warning Output Circuit Open"
"3047","C1220","Lamp ABS Warning Output Circuit Short To Battery"
"3048","C1221","Lamp ABS Warning Output Circuit Short To Ground"
"3049","C1222","Speed Wheel Mismatch"
"3050","C1223","Lamp Brake Warning Output Circuit Failure"
"3051","C1224","Lamp Brake Warning Output Circuit Open"
"3052","C1225","Lamp Brake Warning Output Circuit Short To Battery"
"3053","C1226","Lamp Brake Warning Output Circuit Short To Ground"
"3054","C1227","Speed Wheel Sensor LR Input Short Circuit To Battery"
"3055","C1228","Speed Wheel Sensor LR Input Short Circuit To Ground"
"3056","C1229","Speed Wheel Sensor Rear Center Coherency Fault"
"3057","C1230","Speed Wheel Sensor Rear Center Input Circuit Failure"
"3058","C1231","Speed Wheel Sensor Rear Center Circuit Open"
"3059","C1232","Speed Wheel Sensor Rear Center Input Short Circuit To Battery"
"3060","C1233","Speed Wheel LF Input Signal Missing"
"3061","C1234","Speed Wheel RF Input Signal Missing"
"3062","C1235","Speed Wheel RR Input Signal Missing"
"3063","C1236","Speed Wheel LR Input Signal Missing"
"3064","C1237","Speed Wheel Rear Input Signal Missing"
"3065","C1238","ABS Hydraulic Pressure Differential Switch Input Circuit Failure"
"3066","C1239","ABS Hydraulic Pressure Differential Switch Input Open Circuit"
"3067","C1240","ABS Hydraulic Pressure Differential Switch Input Short Circuit To Battery"
"3068","C1241","ABS Hydraulic Pressure Differential Switch Input Short Circuit To Ground"
"3069","C1242","ABS Outlet Valve Coil LR Circuit Failure"
"3070","C1243","ABS Outlet Valve Coil LR Circuit Open"
"3071","C1244","ABS Outlet Valve Coil LR Circuit Short To Battery"
"3072","C1245","ABS Outlet Valve Coil LR Circuit Short To Ground"
"3073","C1246","ABS Outlet Valve Coil RR Circuit Failure"
"3074","C1247","ABS Outlet Valve Coil RR Circuit Open"
"3075","C1248","ABS Outlet Valve Coil RR Circuit Short To Battery"
"3076","C1249","ABS Outlet Valve Coil RR Circuit Short To Ground"
"3077","C1250","ABS Inlet Valve Coil LR Circuit Failure"
"3078","C1251","ABS Inlet Valve Coil LR Circuit Open"
"3079","C1252","ABS Inlet Valve Coil LR Circuit Short To Battery"
"3080","C1253","ABS Inlet Valve Coil LR Circuit Short To Ground"
"3081","C1254","ABS Inlet Valve Coil RR Circuit Failure"
"3082","C1255","ABS Inlet Valve Coil RR Circuit Open"
"3083","C1256","ABS Inlet Valve Coil RR Circuit Short To Battery"
"3084","C1257","ABS Inlet Valve Coil RR Circuit Short To Ground"
"3085","C1258","Speed Wheel LF Comparison Failure"
"3086","C1259","Speed Wheel RF Comparison Failure"
"3087","C1260","Speed Wheel RR Comparison Failure"
"3088","C1261","Speed Wheel LR Comparison Failure"
"3089","C1262","Lamp Warning Relay Circuit Failure"
"3090","C1263","Lamp Warning Relay Circuit Open"
"3091","C1264","Lamp Warning Relay Circuit Short To Battery"
"3092","C1265","Lamp Warning Relay Circuit Short To Ground"
"3093","C1266","ABS Valve Power Relay Circuit Failure"
"3094","C1267","ABS Functions Temporarily Disabled"
"3095","C1268","Motor Relay # 1 Circuit Failure"
"3096","C1269","Motor Relay # 1 Circuit Short to Battery"
"3097","C1270","Motor # 1 Input Circuit Failure"
"3098","C1271","Motor # 1 Input Circuit Short to Gnd"
"3099","C1272","Motor # 2 Input Circuit Failure"
"3100","C1273","Motor # 2 Input Circuit Short to Vbat"
"3101","C1274","Solenoid Relay # 1 Circuit Failure"
"3102","C1275","Solenoid Relay # 1 Circuit Short to Vbatt"
"3103","C1276","Park Brake Actuator Assembly Switch Applied Circuit Short to Gnd"
"3104","C1277","STEERING Wheel Angle 1and 2 Circuit Failure"
"3105","C1278","STEERING Wheel Angle 1and 2 Signal Faulted"
"3106","C1279","Yaw Rate Sensor circuit Failure"
"3107","C1280","Yaw Rate Sensor Signal Fault"
"3108","C1281","Lateral Accelerometer circuit Failure"
"3109","C1282","Lateral Accelerometer Signal Fault"
"3110","C1283","Switch Test Signal Failure"
"3111","C1284","Oil Pressure Switch Failure"
"3112","C1285","Booster Solenoid circuit Failure"
"3113","C1286","Booster Mechanical Failure"
"3114","C1287","Booster Pedal Force switch circuit Failure"
"3115","C1288","Pressure Transducer Main / Primary Input Circuit Failure"
"3116","C1289","Pressure Transducer Redundant / Secondary Input Circuit Failure"
"3117","C1400","Traction Control Valve RF Circuit Failure"
"3118","C1401","Traction Control Valve RF Circuit Open"
"3119","C1402","Traction Control Valve RF Circuit Short To Ground"
"3120","C1403","Traction Control Valve RF Circuit Short To Battery"
"3121","C1404","Traction Control Valve Rear Circuit Failure"
"3122","C1405","Traction Control Valve Rear Circuit Open"
"3123","C1406","Traction Control Valve Rear Circuit Short To Ground"
"3124","C1407","Traction Control Valve Rear Circuit Short To Battery"
"3125","C1410","Traction Control Valve LF Circuit Failure"
"3126","C1411","Traction Control Valve LF Circuit Open"
"3127","C1412","Traction Control Valve LF Circuit Short To Ground"
"3128","C1413","Traction Control Valve LF Circuit Short To Battery"
"3129","C1414","Incorrect Module Design Level"
"3130","C1415","Incorrect Module Configuration"
"3131","C1416","Damper RF Circuit Short To Battery"
"3132","C1417","Damper RF Circuit Short to Ground"
"3133","C1418","Damper RF Circuit Failure"
"3134","C1419","Damper RF Circuit Open"
"3135","C1420","Hydraulic Fluid Pressure/ Flow Circuit Short to Vbatt"
"3136","C1421","Damper LF Circuit Short To Battery"
